,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
10171,0.93617,0.030924,0.401369,0.001049,0.258156,0.792982,0
37644,0.382979,0.044704,0.358524,0.002904,0.233558,0.701754,1
35167,0.851064,0.07878,0.774323,0.005243,0.637494,0.516667,1
13160,0.297872,0.028612,0.499256,0.001876,0.495857,0.55307,0
16213,0.702128,0.027681,0.631657,0.001822,0.627654,0.590351,0
9456,0.106383,0.043173,0.187147,0.002879,0.319006,0.557018,0
31711,0.510638,0.050618,0.518447,0.003405,0.498964,0.487719,1
8146,0.12766,0.025009,0.119756,0.001616,0.231486,0.897807,0
13629,0.021277,0.043173,0.595954,0.002607,0.480321,0.646491,0
5202,0.12766,0.022097,0.068134,0.001471,0.116779,0.749123,0
981,0.021277,0.033025,0.334424,0.001435,0.360953,0.857018,0
32176,0.425532,0.046956,0.691461,0.003166,0.793889,0.340789,1
7386,0.510638,0.053501,0.385451,0.003687,0.335577,0.39693,0
9082,0.510638,0.05272,0.508033,0.003029,0.469964,0.816228,0
36612,0.382979,0.085925,0.559655,0.005715,0.647074,0.474123,1
38296,0.93617,0.072055,0.444957,0.004813,0.303988,0.532456,1
19199,0.340426,0.046625,0.676733,0.003249,0.500518,0.386842,0
9212,0.404255,0.036538,0.55787,0.002559,0.620663,0.260526,0
16928,0.957447,0.031164,0.388724,0.002079,0.197048,0.634649,0
31972,0.234043,0.029903,0.380988,0.00188,0.361989,0.798684,1
30921,0.468085,0.243275,0.653526,0.01645,0.678405,0.347807,1
682,0.914894,0.042542,0.437072,0.002858,0.430088,0.478509,0
2884,0.489362,0.051729,0.537638,0.003394,0.556447,0.525877,0
32818,0.489362,0.027531,0.311068,0.000821,0.222941,0.847807,1
3218,0.531915,0.024919,0.198899,0.001637,0.093216,0.828947,0
14547,0.914894,0.029512,0.346325,0.002052,0.370533,0.263596,0
1477,0.702128,0.030023,0.43856,0.002065,0.396686,0.36886,0
3548,0.978723,0.028161,0.433353,0.001845,0.362506,0.675439,0
30621,0.468085,0.057824,0.558465,0.003764,0.49767,0.483772,1
37906,0.212766,0.059115,0.298274,0.003845,0.330399,0.729825,1
33083,0.553191,0.034286,0.599524,0.002204,0.571207,0.688158,1
178,0.042553,0.03957,0.336805,0.002603,0.40057,0.551316,0
10833,0.489362,0.038279,0.687444,0.002534,0.691352,0.374123,0
31800,0.510638,0.041642,0.654418,0.002754,0.746763,0.323684,1
32065,0.255319,0.036298,0.394525,0.002412,0.466339,0.465789,1
10629,0.851064,0.033566,0.406278,0.002343,0.321854,0.251754,0
294,0.148936,0.029092,0.189527,0.001878,0.294407,0.720175,0
4303,0.468085,0.029212,0.600714,0.001942,0.723718,0.432456,0
5388,0.212766,0.02597,0.181047,0.001695,0.271362,0.768421,0
14814,0.680851,0.028732,0.630467,0.001789,0.535992,0.725439,0
34204,0.021277,0.042152,0.451056,0.002588,0.376489,0.707018,1
15817,0.914894,0.031374,0.511009,0.002119,0.451062,0.598684,0
30398,0.510638,0.029032,0.308242,0.001888,0.16028,0.721053,1
5576,0.638298,0.030623,0.463553,0.002144,0.47566,0.474123,0
32843,1.0,0.028822,0.37355,0.000823,0.288711,0.760526,1
11290,0.808511,0.061547,0.869087,0.004188,0.727861,0.392544,0
29070,0.468085,0.041942,0.612764,0.002773,0.665976,0.508333,1
18065,0.404255,0.028552,0.485421,0.001899,0.33739,0.560088,0
30354,0.595745,0.050588,0.526331,0.003527,0.497929,0.318421,1
30616,0.361702,0.060106,0.563969,0.003911,0.48783,0.483772,1
33651,0.382979,0.028942,0.495537,0.001944,0.525375,0.589035,1
13192,0.085106,0.044974,0.206337,0.00291,0.329622,0.459649,0
37783,0.914894,0.042632,0.363731,0.002761,0.262558,0.722368,1
127,0.851064,0.028882,0.510116,0.001859,0.492491,0.781579,0
3397,0.255319,0.028912,0.427998,0.001334,0.511134,0.550439,0
32497,0.638298,0.266933,0.693097,0.017306,0.682548,0.540789,1
5865,0.06383,0.027411,0.112764,0.001863,0.189798,0.569298,0
11964,0.0,0.042873,0.249479,0.002883,0.34231,0.532456,0
32670,0.446809,0.031134,0.361351,0.001741,0.245469,0.857895,1
30223,0.489362,0.068602,0.497917,0.004717,0.490678,0.257456,1
91,0.085106,0.046325,0.448974,0.003039,0.459347,0.626754,0
33089,0.680851,0.032665,0.583011,0.002094,0.554894,0.682456,1
33470,0.617021,0.056863,0.595805,0.003974,0.547644,0.292105,1
33853,0.489362,0.030293,0.341863,0.001811,0.283014,0.634211,1
33687,0.489362,0.030023,0.394525,0.000841,0.308907,0.706579,1
35494,0.574468,0.085445,0.615293,0.005702,0.69653,0.370175,1
13622,0.042553,0.048877,0.285629,0.003249,0.417918,0.535965,0
15355,0.702128,0.028221,0.568283,0.001855,0.483946,0.582018,0
18251,0.680851,0.050438,0.346474,0.003336,0.307095,0.595614,0
2421,0.957447,0.032785,0.487057,0.002164,0.372605,0.624561,0
2171,0.425532,0.043023,0.510414,0.002763,0.28146,0.708333,0
18112,0.744681,0.043683,0.508926,0.003033,0.398239,0.406579,0
12503,0.914894,0.02693,0.370723,0.001782,0.325997,0.778509,0
16946,0.93617,0.030113,0.54091,0.002054,0.287675,0.653947,0
29550,0.489362,0.137685,0.573193,0.009331,0.54609,0.29386,1
33393,0.255319,0.046205,0.329813,0.003051,0.31305,0.438158,1
5058,0.06383,0.030263,0.390658,0.001948,0.436561,0.546491,0
31841,0.702128,0.037288,0.573936,0.002472,0.750647,0.425439,1
7909,0.893617,0.061307,0.663642,0.004098,0.573537,0.454825,0
4834,0.382979,0.024559,0.514579,0.000821,0.225013,0.857018,0
36968,0.659574,0.065029,0.484528,0.004366,0.526929,0.42807,1
31323,1.0,0.033265,0.3615,0.002206,0.338944,0.722807,1
38025,0.702128,0.043563,0.318953,0.002848,0.285085,0.700439,1
10598,0.914894,0.048457,0.420559,0.003184,0.328327,0.566667,0
32392,0.744681,0.037919,0.498959,0.001697,0.353962,0.835965,1
13836,0.446809,0.028011,0.704255,0.001741,0.603832,0.787281,0
33053,0.617021,0.031014,0.576019,0.00198,0.562144,0.607895,1
496,0.723404,0.037378,0.34945,0.002455,0.251683,0.593421,0
1840,0.914894,0.02678,0.414758,0.001818,0.267737,0.484211,0
4716,0.06383,0.044614,0.23371,0.003029,0.402382,0.42193,0
7893,0.361702,0.037228,0.53734,0.002574,0.406007,0.540351,0
9010,0.148936,0.027261,0.134633,0.001874,0.164682,0.413158,0
5319,0.234043,0.031164,0.095359,0.002079,0.141378,0.584649,0
7865,0.12766,0.027171,0.167658,0.001768,0.281201,0.729386,0
4282,0.914894,0.047496,0.510414,0.003265,0.383221,0.270175,0
4726,0.702128,0.028702,0.559952,0.002013,0.526929,0.429825,0
35182,0.808511,0.095262,0.835019,0.006498,0.747022,0.399123,1
18605,0.914894,0.027231,0.439899,0.00178,0.292336,0.787719,0
19074,0.276596,0.031074,0.488991,0.002079,0.478767,0.498246,0
32222,0.574468,0.060796,0.696073,0.004067,0.748835,0.20307,1
38353,0.531915,0.087036,0.518001,0.005889,0.563956,0.35,1
31092,0.382979,0.045545,0.596251,0.003099,0.519938,0.082895,1
36611,0.361702,0.085805,0.523356,0.005708,0.652253,0.455702,1
32484,0.361702,0.029452,0.554002,0.001926,0.577939,0.675,1
8080,0.553191,0.062868,0.485421,0.004339,0.636976,0.219737,0
34968,0.553191,0.07884,0.521868,0.004852,0.423097,0.685965,1
35285,0.851064,0.061457,0.606813,0.003847,0.502071,0.628509,1
9431,0.212766,0.044104,0.288753,0.002846,0.357069,0.723684,0
36859,0.468085,0.089138,0.418774,0.004246,0.367685,0.638596,1
35089,0.276596,0.087336,0.555489,0.005688,0.556189,0.695175,1
4705,0.914894,0.060136,0.6205,0.004049,0.542724,0.476754,0
35522,0.744681,0.192807,0.927849,0.01243,0.850078,0.532456,1
38386,0.978723,0.081302,0.457453,0.005586,0.431383,0.286842,1
3381,0.106383,0.021226,0.201726,0.000845,0.256344,0.842544,0
33574,0.93617,0.031374,0.29753,0.000976,0.254013,0.778947,1
30141,0.468085,0.051789,0.492859,0.003606,0.525117,0.120614,1
11579,0.744681,0.050769,0.47471,0.003529,0.510616,0.174123,0
11730,0.255319,0.030383,0.211842,0.001045,0.262817,0.729386,0
6121,0.12766,0.049958,0.249926,0.00241,0.386587,0.772368,0
10453,0.106383,0.044284,0.188188,0.00291,0.367685,0.594298,0
28861,0.510638,0.036177,0.41446,0.001558,0.294925,0.738158,1
5507,0.659574,0.043413,0.318804,0.002912,0.33014,0.531579,0
18004,0.680851,0.047376,0.457156,0.003328,0.460124,0.133333,0
2328,0.021277,0.030353,0.488991,0.002044,0.393061,0.666228,0
32949,0.574468,0.038669,0.70247,0.002561,0.681253,0.496491,1
10763,0.085106,0.048427,0.364475,0.003182,0.386328,0.692544,0
31544,0.446809,0.063558,0.461619,0.00431,0.337908,0.456579,1
14440,0.659574,0.054732,0.330705,0.003515,0.308389,0.782895,0
2414,0.021277,0.057674,0.522612,0.00376,0.474107,0.641228,0
7796,0.829787,0.042933,0.436924,0.002898,0.439151,0.366667,0
19071,0.659574,0.024168,0.269265,0.000976,0.244951,0.708772,0
224,0.319149,0.044224,0.392294,0.002977,0.298809,0.589912,0
32774,0.978723,0.028822,0.385004,0.001674,0.332211,0.766667,1
13752,0.382979,0.032425,0.581523,0.002241,0.618074,0.267105,0
8995,0.319149,0.028642,0.405088,0.001724,0.305282,0.82807,0
6910,0.595745,0.048037,0.457602,0.003363,0.481357,0.132456,0
12561,0.87234,0.03912,0.380839,0.002615,0.425945,0.429386,0
4918,0.404255,0.027771,0.557721,0.001909,0.596582,0.39693,0
7488,0.191489,0.027891,0.144154,0.00081,0.187209,0.863596,0
38027,0.744681,0.043683,0.339482,0.002852,0.27421,0.728947,1
6837,0.12766,0.029032,0.18432,0.00199,0.245728,0.398246,0
30403,0.617021,0.028852,0.292919,0.00178,0.101761,0.799561,1
32193,0.404255,0.107572,0.741297,0.00683,0.590109,0.775877,1
7596,0.617021,0.075988,0.335763,0.004915,0.33506,0.757456,0
35321,0.404255,0.082142,0.725528,0.005607,0.757897,0.354386,1
14101,0.893617,0.072355,0.692502,0.004805,0.574573,0.535965,0
33300,0.808511,0.044194,0.434246,0.00296,0.329881,0.440789,1
35149,0.468085,0.076918,0.687891,0.005087,0.722424,0.491228,1
32478,0.212766,0.031254,0.284737,0.000966,0.350854,0.835088,1
35700,0.468085,0.096223,0.695478,0.006261,0.675816,0.594298,1
6735,0.723404,0.02588,0.578251,0.001672,0.577421,0.649561,0
32961,0.404255,0.032725,0.488099,0.001959,0.377266,0.898684,1
28836,0.765957,0.054071,0.735942,0.003668,0.667012,0.321053,1
13871,0.297872,0.049688,0.487504,0.003301,0.582341,0.474123,0
31826,0.382979,0.036508,0.607111,0.002399,0.702486,0.399561,1
35511,0.021277,0.147952,0.599673,0.009863,0.520197,0.628509,1
38197,0.361702,0.129278,0.555489,0.008859,0.552563,0.317982,1
11190,0.723404,0.028071,0.560696,0.001851,0.483169,0.62193,0
36481,0.574468,0.123454,0.495537,0.008299,0.544019,0.495175,1
6505,0.042553,0.030203,0.256025,0.001572,0.41999,0.681579,0
3226,0.468085,0.05296,0.508182,0.0037,0.705334,0.213158,0
3964,0.531915,0.028822,0.65903,0.00182,0.529259,0.722807,0
34517,0.723404,0.062988,0.54701,0.003947,0.431901,0.585088,1
37439,0.617021,0.084364,0.466379,0.005783,0.540135,0.352632,1
19185,0.957447,0.050859,0.662452,0.003351,0.489643,0.629825,0
118,0.702128,0.037198,0.612913,0.002565,0.523563,0.297807,0
38377,0.468085,0.074877,0.517257,0.005098,0.561108,0.296491,1
5052,1.0,0.037979,0.396162,0.002509,0.343086,0.586842,0
8547,0.106383,0.063618,0.386343,0.004173,0.465821,0.685526,0
2044,0.446809,0.027261,0.504165,0.001843,0.568358,0.351316,0
31894,0.723404,0.06644,0.424725,0.004408,0.654842,0.372368,1
18839,0.106383,0.028702,0.138947,0.00188,0.291818,0.625439,0
35338,0.425532,0.070343,0.671526,0.004807,0.697825,0.402632,1
13208,0.085106,0.031044,0.15427,0.002067,0.260487,0.617982,0
7145,0.06383,0.062838,0.488843,0.004148,0.537027,0.502632,0
31052,0.382979,0.028432,0.561738,0.001894,0.493268,0.416667,1
37094,0.382979,0.087877,0.551175,0.00585,0.45624,0.490789,1
37401,0.829787,0.163744,0.501488,0.01076,0.700932,0.441667,1
30617,0.382979,0.057013,0.560101,0.003708,0.489643,0.522807,1
30056,0.808511,0.062538,0.497322,0.004317,0.509581,0.212719,1
17024,0.276596,0.027081,0.197263,0.001755,0.191869,0.742982,0
18208,0.808511,0.029002,0.531836,0.001944,0.59477,0.247368,0
32722,0.744681,0.033325,0.535109,0.002206,0.529001,0.685526,1
36492,0.93617,0.0786,0.424725,0.005426,0.388659,0.410965,1
31629,0.361702,0.045154,0.52886,0.003105,0.333506,0.408333,1
3344,0.93617,0.059505,0.458494,0.004053,0.442776,0.455263,0
31453,0.680851,0.030563,0.355846,0.00204,0.122216,0.837281,1
37293,0.829787,0.093071,0.552663,0.006415,0.787157,0.205702,1
265,0.148936,0.027981,0.139393,0.001857,0.211807,0.562281,0
9018,0.085106,0.02657,0.166171,0.001803,0.272398,0.567544,0
35407,0.595745,0.06524,0.471883,0.00408,0.458312,0.821053,1
35072,0.638298,0.078119,0.589557,0.005249,0.780943,0.425439,1
33441,0.93617,0.035397,0.330408,0.002096,0.271621,0.786842,1
6085,0.680851,0.047886,0.483041,0.003274,0.489384,0.313158,0
29134,0.425532,0.036628,0.623475,0.002474,0.581564,0.560965,1
16909,0.553191,0.036958,0.494496,0.002503,0.50492,0.388158,0
33805,0.978723,0.032995,0.470247,0.002025,0.452097,0.672807,1
726,0.978723,0.054792,0.506546,0.003698,0.446401,0.428947,0
38467,0.361702,0.080851,0.471735,0.005548,0.365355,0.395614,1
29744,0.276596,0.028312,0.347664,0.001913,0.318747,0.550877,1
33473,0.680851,0.038549,0.59283,0.002719,0.530813,0.248684,1
30329,0.531915,0.055963,0.504463,0.003853,0.501554,0.322807,1
33626,0.787234,0.032935,0.535109,0.002152,0.561885,0.610088,1
7571,0.957447,0.047196,0.443916,0.003043,0.30088,0.649123,0
5158,0.702128,0.034917,0.553555,0.002383,0.510875,0.361404,0
37483,0.787234,0.076438,0.501339,0.005206,0.49275,0.312281,1
36782,0.702128,0.097964,0.515025,0.00672,0.688762,0.183333,1
29757,0.595745,0.030833,0.470544,0.002113,0.475142,0.310088,1
32711,0.510638,0.03897,0.604433,0.00263,0.608493,0.530702,1
17689,0.255319,0.031974,0.220024,0.002117,0.238736,0.517105,0
6537,0.510638,0.028281,0.313746,0.001882,0.268255,0.565789,0
13567,0.12766,0.020926,0.138947,0.001408,0.219575,0.645175,0
31243,0.87234,0.030263,0.358078,0.001793,0.276282,0.785965,1
37933,0.255319,0.063378,0.426361,0.004215,0.554635,0.450439,1
11767,0.170213,0.020806,0.165427,0.000837,0.2232,0.857018,0
35593,0.531915,0.087637,0.454032,0.004643,0.397204,0.70307,1
13818,0.361702,0.039,0.747248,0.002667,0.668048,0.414912,0
35547,0.787234,0.098325,0.846474,0.006483,0.697825,0.509211,1
35664,0.021277,0.086135,0.540167,0.004576,0.436302,0.644298,1
308,0.829787,0.029032,0.538084,0.001986,0.472035,0.270175,0
33431,0.680851,0.035427,0.340524,0.002181,0.222941,0.756579,1
16753,0.0,0.029963,0.307944,0.002,0.233817,0.778509,0
1542,0.914894,0.037619,0.495983,0.002254,0.283014,0.742982,0
36003,0.893617,0.094122,0.562184,0.005972,0.407302,0.504386,1
29446,0.702128,0.028432,0.485272,0.001903,0.534179,0.490789,1
29831,0.276596,0.028131,0.135971,0.001899,0.365096,0.416228,1
34745,0.382979,0.753182,0.676584,0.049397,0.471776,0.668421,1
37351,0.0,0.09181,0.340524,0.006105,0.433972,0.528947,1
2704,0.12766,0.022937,0.164981,0.000841,0.262558,0.796491,0
2569,0.765957,0.027771,0.594168,0.001786,0.527447,0.776754,0
33226,0.021277,0.032455,0.32044,0.002133,0.294407,0.545175,1
28827,0.021277,0.055662,0.541952,0.003824,0.440186,0.547807,1
5168,0.340426,0.049057,0.53853,0.003346,0.531072,0.265789,0
4264,0.085106,0.043863,0.435733,0.002919,0.498705,0.528509,0
32682,0.723404,0.028822,0.337548,0.001386,0.297255,0.841667,1
12425,0.021277,0.02645,0.308242,0.001757,0.322113,0.560965,0
29292,0.425532,0.027531,0.471437,0.001795,0.24754,0.691228,1
7989,0.191489,0.044013,0.224933,0.002906,0.284827,0.608772,0
2558,0.553191,0.030563,0.619458,0.00205,0.665717,0.35614,0
32022,0.319149,0.029002,0.246206,0.000837,0.158726,0.858333,1
33890,0.06383,0.043773,0.341416,0.002856,0.393061,0.613596,1
37591,0.404255,0.06608,0.543439,0.004479,0.562144,0.425,1
16685,0.021277,0.055842,0.370128,0.003712,0.420249,0.519298,0
17571,0.404255,0.034406,0.620649,0.002397,0.695495,0.209649,0
8120,0.808511,0.028522,0.599078,0.00183,0.4855,0.619298,0
1597,0.042553,0.053531,0.262719,0.00366,0.401605,0.401754,0
29436,0.489362,0.028972,0.511306,0.001946,0.560331,0.451754,1
29857,0.851064,0.09196,0.416543,0.006176,0.453133,0.595175,1
36178,0.425532,0.096223,0.623029,0.006373,0.630243,0.397368,1
15901,0.234043,0.035187,0.364475,0.002273,0.416106,0.683772,0
13511,0.319149,0.02627,0.285183,0.00177,0.151735,0.680263,0
1579,0.553191,0.031764,0.284142,0.00211,0.205852,0.585088,0
34342,0.276596,0.218176,0.530051,0.014481,0.476955,0.586404,1
37972,0.255319,0.098265,0.413716,0.006674,0.568876,0.398684,1
36091,0.93617,0.084905,0.564267,0.004383,0.4855,0.662719,1
6409,0.361702,0.028822,0.380839,0.001909,0.308907,0.550877,0
30810,0.340426,0.061727,0.537043,0.004159,0.494821,0.407018,1
32529,0.382979,0.028822,0.349152,0.000835,0.224236,0.841667,1
10942,0.148936,0.041792,0.142666,0.002821,0.210513,0.501754,0
11015,0.170213,0.027561,0.1385,0.001843,0.200414,0.598684,0
33453,0.255319,0.045425,0.317763,0.002979,0.288711,0.504825,1
18962,0.297872,0.056863,0.549241,0.003749,0.562403,0.507018,0
7547,0.0,0.09205,0.441386,0.006061,0.469187,0.553509,0
9969,0.851064,0.040831,0.550431,0.002607,0.373641,0.704386,0
8517,0.234043,0.024318,0.085838,0.001552,0.096582,0.766228,0
3438,0.617021,0.028882,0.302737,0.001853,0.270067,0.795614,0
33097,0.425532,0.033175,0.569771,0.002162,0.56059,0.550439,1
33675,0.085106,0.028942,0.234454,0.000904,0.33247,0.67807,1
8383,0.744681,0.027621,0.483785,0.001826,0.489384,0.541228,0
13316,0.234043,0.017113,0.141625,0.001107,0.191611,0.763596,0
15079,0.212766,0.027351,0.165278,0.001811,0.112636,0.650877,0
29296,0.531915,0.030203,0.367599,0.002005,0.252978,0.610965,1
13274,0.787234,0.031524,0.563374,0.002038,0.429829,0.735526,0
35835,0.978723,0.073106,0.571407,0.00478,0.517349,0.617105,1
38080,0.382979,0.086946,0.560994,0.005758,0.557483,0.472368,1
1766,0.531915,0.083674,0.654567,0.005548,0.712843,0.427193,0
38141,0.021277,0.069203,0.347664,0.004622,0.348006,0.515351,1
36040,0.425532,0.094332,0.646831,0.005904,0.626359,0.484211,1
37521,0.0,0.047766,0.314936,0.003151,0.34464,0.572807,1
37743,0.212766,0.076378,0.328622,0.005044,0.350337,0.579386,1
15303,0.893617,0.068332,0.499702,0.004603,0.490678,0.48114,0
3520,0.148936,0.027891,0.262422,0.001845,0.33014,0.74386,0
5805,0.893617,0.028342,0.465784,0.001959,0.42465,0.398246,0
35616,0.404255,0.080761,0.748884,0.005459,0.680476,0.441228,1
37986,0.553191,0.080731,0.519042,0.005505,0.604868,0.315789,1
35204,0.340426,0.083824,0.728206,0.005667,0.746504,0.44693,1
4419,0.170213,0.047376,0.189676,0.002856,0.291818,0.557456,0
11031,0.234043,0.027261,0.202618,0.001853,0.222165,0.488596,0
35633,0.87234,0.075537,0.709908,0.004944,0.571207,0.530263,1
2078,0.170213,0.029242,0.149955,0.000837,0.195753,0.769737,0
189,0.085106,0.029002,0.20247,0.001789,0.316416,0.7,0
30228,0.595745,0.068032,0.48676,0.004684,0.491196,0.192544,1
31382,0.404255,0.041221,0.674204,0.002806,0.448731,0.613596,1
33477,0.787234,0.059926,0.601012,0.004173,0.553858,0.263596,1
32027,0.425532,0.029843,0.325945,0.000841,0.220093,0.814474,1
31996,0.361702,0.046295,0.468908,0.002811,0.303988,0.808333,1
12444,0.829787,0.03927,0.675989,0.002665,0.576385,0.390789,0
36905,0.340426,0.07836,0.504314,0.005287,0.539358,0.401754,1
34366,0.702128,0.037288,0.435882,0.002416,0.334283,0.715351,1
1402,0.212766,0.028462,0.13255,0.000839,0.263594,0.67807,0
33629,0.851064,0.028732,0.429485,0.001882,0.466598,0.664035,1
30781,0.531915,0.055272,0.550431,0.003658,0.497929,0.47193,1
6032,0.06383,0.046505,0.236686,0.003162,0.363542,0.499561,0
29922,0.680851,0.063018,0.421303,0.004375,0.474107,0.194298,1
12372,0.893617,0.081062,0.559506,0.005544,0.403936,0.380263,0
31407,0.382979,0.035937,0.528563,0.002428,0.327809,0.666228,1
37215,0.978723,0.068362,0.34454,0.004639,0.424133,0.457018,1
2849,0.170213,0.02621,0.143558,0.001776,0.197307,0.565789,0
10934,0.914894,0.035517,0.373847,0.002422,0.378819,0.373684,0
10055,0.404255,0.040441,0.624517,0.002813,0.649146,0.291667,0
35590,0.468085,0.086586,0.536001,0.004404,0.396168,0.826316,1
30908,0.723404,0.058785,0.547605,0.004019,0.530036,0.362281,1
35988,0.574468,0.090459,0.512943,0.005521,0.281978,0.860088,1
9842,0.851064,0.054762,0.632847,0.003587,0.573796,0.481579,0
3436,0.170213,0.02663,0.163642,0.001012,0.237442,0.74386,0
17585,0.510638,0.048877,0.489735,0.003336,0.541947,0.335526,0
29904,0.021277,0.062868,0.423088,0.004325,0.353962,0.398684,1
37402,0.851064,0.112015,0.469949,0.00738,0.669083,0.453947,1
2257,0.297872,0.027741,0.445403,0.001849,0.479544,0.743421,0
6289,0.191489,0.024499,0.228503,0.001467,0.298809,0.776316,0
3207,0.957447,0.058124,0.623326,0.003899,0.483687,0.524123,0
17365,1.0,0.037378,0.448676,0.002557,0.378042,0.500877,0
18123,0.085106,0.036448,0.193395,0.002472,0.312015,0.51886,0
31999,0.425532,0.050468,0.468759,0.003203,0.327292,0.808333,1
36331,0.382979,0.081902,0.443172,0.003934,0.260228,0.831579,1
2939,0.425532,0.028942,0.601458,0.002025,0.637752,0.303947,0
13791,0.170213,0.025279,0.167956,0.000841,0.259969,0.874561,0
33540,0.765957,0.035427,0.386195,0.002206,0.364837,0.744737,1
6344,0.021277,0.034436,0.528265,0.002248,0.467374,0.687719,0
8763,0.319149,0.032935,0.561291,0.002144,0.544795,0.617982,0
30262,0.382979,0.027951,0.333234,0.00182,0.22579,0.707895,1
17360,0.06383,0.030083,0.232966,0.002079,0.31072,0.283772,0
30087,0.744681,0.05245,0.437816,0.003691,0.46841,0.151754,1
30986,0.787234,0.027321,0.349896,0.001845,0.202486,0.615351,1
13663,0.297872,0.030233,0.362541,0.002073,0.42724,0.362281,0
14749,0.723404,0.098985,0.591937,0.00657,0.46349,0.581579,0
33416,0.340426,0.047346,0.386641,0.003141,0.257121,0.491667,1
35467,0.595745,0.087216,0.685808,0.005573,0.688244,0.602632,1
31781,0.638298,0.043203,0.634335,0.002896,0.803729,0.130263,1
36265,1.0,0.089288,0.568878,0.005879,0.540394,0.523246,1
31955,0.361702,0.029332,0.594317,0.001884,0.627136,0.526754,1
37482,0.765957,0.075537,0.468611,0.005162,0.472812,0.330702,1
13527,0.553191,0.031884,0.624517,0.002264,0.637235,0.358333,0
34883,0.680851,0.068902,0.723297,0.003639,0.622734,0.490351,1
7150,0.106383,0.030533,0.197114,0.002061,0.313568,0.479386,0
10337,0.574468,0.054942,0.536894,0.003635,0.60668,0.485965,0
9344,0.787234,0.043893,0.420857,0.002991,0.423874,0.41886,0
34771,0.659574,0.077879,0.638649,0.00539,0.663387,0.385088,1
30678,0.808511,0.046265,0.375632,0.00306,0.30347,0.579825,1
29156,0.404255,0.037378,0.626004,0.002543,0.560331,0.542105,1
33644,0.085106,0.028942,0.250074,0.000858,0.327292,0.67807,1
33585,0.702128,0.029422,0.416394,0.001955,0.451321,0.613158,1
29962,0.638298,0.027291,0.273133,0.00183,0.167012,0.62807,1
35163,0.765957,0.145851,0.904641,0.009751,0.8203,0.428947,1
10304,0.914894,0.033956,0.613954,0.002246,0.511393,0.514474,0
14204,0.170213,0.073346,0.308688,0.003174,0.399016,0.794298,0
29517,0.702128,0.030623,0.524844,0.002075,0.471517,0.546053,1
30841,0.659574,0.045935,0.357185,0.003095,0.417659,0.442105,1
16215,0.340426,0.033085,0.611128,0.002158,0.595546,0.522807,0
